iter	Passed	Remaining
1659	113273	23200
1660	113336	23131
1661	113397	23061
1662	113470	22994
1663	113533	22924
1664	113599	22856
1665	113667	22788
1666	113729	22718
1667	113800	22650
1668	113883	22585
1669	113961	22519
1670	114031	22451
1671	114100	22383
1672	114166	22314
1673	114229	22245
1674	114297	22177
1675	114366	22109
1676	114427	22039
1677	114497	21971
1678	114558	21901
1679	114621	21832
1680	114693	21765
1681	114756	21695
1682	114826	21628
1683	114894	21559
1684	114957	21490
1685	115019	21421
1686	115090	21353
1687	115158	21285
1688	115221	21216
1689	115284	21146
1690	115357	21079
1691	115419	21010
1692	115479	20940
1693	115547	20872
1694	115607	20802
1695	115667	20732
1696	115732	20664
1697	115794	20594
1698	115855	20525
1699	115925	20457
1700	115984	20387
1701	116061	20321
1702	116134	20253
1703	116199	20184
1704	116260	20115
1705	116333	20048
1706	116395	19978
1707	116460	19910
1708	116532	19842
1709	116591	19772
1710	116659	19704
1711	116728	19636
1712	116785	19566
1713	116848	19497
1714	116920	19429
1715	116985	19361
1716	117048	19292
1717	117115	19223
1718	117181	19155
1719	117249	19087
1720	117323	19019
1721	117383	18950
1722	117445	18881
1723	117515	18813
1724	117581	18744
1725	117640	18675
1726	117713	18607
1727	117774	18538
1728	117845	18470
1729	117910	18402
1730	117974	18333
1731	118040	18264
1732	118115	18197
1733	118183	18129
1734	118248	18060
1735	118321	17993
1736	118381	17924
1737	118445	17855
1738	118516	17787
1739	118578	17718
1740	118644	17650
1741	118724	17583
1742	118786	17514
1743	118858	17447
1744	118922	17378
1745	118984	17309
1746	119053	17241
1747	119127	17173
1748	119192	17105
1749	119267	17038
1750	119334	16969
1751	119398	16901
1752	119462	16832
1753	119537	16765
1754	119601	16696
1755	119671	16628
1756	119738	16560
1757	119808	16492
1758	119869	16423
1759	119937	16355
1760	119995	16285
1761	120064	16217
1762	120134	16149
1763	120194	16080
1764	120259	16011
1765	120333	15944
1766	120399	15876
1767	120471	15808
1768	120538	15740
1769	120601	15671
1770	120666	15602
1771	120738	15535
1772	120800	15466
1773	120870	15398
1774	120943	15330
1775	121005	15262
1776	121076	15194
1777	121146	15126
1778	121218	15058
1779	121281	14989
1780	121352	14922
1781	121418	14853
1782	121483	14785
1783	121548	14716
1784	121612	14647
1785	121674	14579
1786	121747	14511
1787	121808	14442
1788	121875	14374
1789	121941	14305
1790	122004	14237
1791	122069	14168
1792	122139	14100
1793	122202	14032
1794	122271	13964
1795	122341	13896
1796	122400	13827
1797	122461	13758
1798	122531	13690
1799	122593	13621
1800	122665	13553
1801	122736	13486
1802	122798	13417
1803	122863	13348
1804	122932	13280
1805	122997	13212
1806	123073	13145
1807	123143	13077
1808	123208	13008
1809	123277	12940
1810	123348	12872
1811	123409	12804
1812	123471	12735
1813	123556	12669
1814	123619	12600
1815	123679	12531
1816	123749	12463
1817	123813	12395
1818	123880	12326
1819	123951	12258
1820	124013	12190
1821	124074	12121
1822	124145	12053
1823	124216	11985
1824	124291	11918
1825	124355	11849
1826	124419	11781
1827	124480	11712
1828	124551	11644
1829	124615	11576
1830	124680	11507
1831	124748	11439
1832	124811	11371
1833	124869	11302
1834	124936	11234
1835	125000	11165
1836	125069	11097
1837	125130	11028
1838	125199	10960
1839	125275	10893
1840	125359	10826
1841	125439	10759
1842	125516	10692
1843	125600	10625
1844	125676	10558
1845	125748	10490
1846	125835	10423
1847	125914	10356
1848	125992	10289
1849	126075	10222
1850	126156	10155
1851	126240	10088
1852	126321	10021
1853	126404	9954
1854	126484	9886
1855	126567	9819
1856	126648	9752
1857	126727	9685
1858	126825	9619
1859	126909	9552
1860	127003	9486
1861	127087	9418
1862	127169	9351
1863	127247	9284
1864	127330	9216
1865	127408	9149
1866	127482	9081
1867	127567	9014
1868	127643	8946
1869	127721	8879
1870	127808	8812
1871	127880	8743
1872	127942	8675
1873	128008	8606
1874	128079	8538
1875	128141	8469
1876	128200	8400
1877	128271	8332
1878	128336	8264
1879	128410	8196
1880	128471	8127
1881	128539	8059
1882	128600	7990
1883	128668	7922
1884	128738	7854
1885	128808	7785
1886	128875	7717
1887	128938	7648
1888	129004	7580
1889	129075	7512
1890	129139	7443
1891	129204	7375
1892	129273	7307
1893	129335	7238
1894	129408	7170
1895	129472	7101
1896	129534	7033
1897	129599	6964
1898	129671	6896
1899	129734	6828
1900	129806	6760
1901	129872	6691
1902	129937	6623
1903	129999	6554
1904	130069	6486
1905	130133	6417
1906	130202	6349
1907	130279	6281
1908	130342	6213
1909	130408	6144
1910	130477	6076
1911	130540	6008
1912	130608	5939
1913	130674	5871
1914	130736	5802
1915	130821	5735
1916	130886	5666
1917	130951	5598
1918	131014	5530
1919	131085	5461
1920	131145	5393
1921	131208	5324
1922	131280	5256
1923	131347	5188
1924	131412	5119
1925	131486	5051
1926	131551	4983
1927	131616	4915
1928	131689	4847
1929	131762	4778
1930	131837	4710
1931	131900	4642
1932	131962	4573
1933	132027	4505
1934	132100	4437
1935	132167	4369
1936	132235	4300
1937	132299	4232
1938	132361	4164
1939	132427	4095
1940	132496	4027
1941	132562	3959
1942	132626	3890
1943	132690	3822
1944	132761	3754
1945	132827	3685
1946	132893	3617
1947	132961	3549
1948	133023	3480
1949	133084	3412
1950	133160	3344
1951	133222	3275
1952	133294	3207
1953	133355	3139
1954	133416	3070
1955	133475	3002
1956	133546	2934
1957	133610	2866
1958	133672	2797
1959	133743	2729
1960	133804	2661
1961	133866	2592
1962	133936	2524
1963	133996	2456
1964	134060	2387
1965	134138	2319
1966	134198	2251
1967	134268	2183
1968	134331	2114
1969	134393	2046
1970	134453	1978
1971	134528	1910
1972	134590	1841
1973	134651	1773
1974	134711	1705
1975	134788	1637
1976	134852	1568
1977	134911	1500
1978	134973	1432
1979	135048	1364
1980	135116	1295
1981	135198	1227
1982	135275	1159
1983	135343	1091
1984	135402	1023
1985	135467	954
1986	135540	886
1987	135601	818
1988	135659	750
1989	135731	682
1990	135793	613
1991	135856	545
1992	135921	477
1993	135995	409
1994	136058	340
1995	136126	272
1996	136193	204
1997	136271	136
1998	136342	68
1999	136416	0
